"symbol","date","open","high","low","close","split_coefficient","price","qtr","eps_est","eps","release_time","Beat_Miss","Close","price2"
"AMZN",2016-07-06,725.71,737.77,722.58,737.61,12,8851.32,NA,NA,NA,NA,NA,5.50866318147872,8838.84
"FB",2016-07-06,113.36,116.79,112.97,116.7,1,116.7,NA,NA,NA,NA,NA,3.05243279155049,115.85
"GOOGL",2016-07-06,699.84,713,699,708.97,1,708.97,NA,NA,NA,NA,NA,1.13118468288791,707.26
"NFLX",2016-07-06,95.03,96,93.55,94.6,14,1324.4,NA,NA,NA,NA,NA,12.3821989528796,1331.4
"SP500",2016-07-06,2084.43,2100.72,2074.02,2099.73,1,2099.73,NA,NA,NA,NA,NA,1.92618108430419,2097.9
"AAPL",2016-07-07,95.7,96.5,95.62,95.94,28,2686.32,NA,NA,NA,NA,NA,3.13807765992243,2707.04
"AMZN",2016-07-07,739.33,739.55,731.63,736.57,12,8838.84,NA,NA,NA,NA,NA,5.50089619118745,8949.72
"FB",2016-07-07,116.63,116.97,115.36,115.85,1,115.85,NA,NA,NA,NA,NA,3.03019999058375,117.24
"GOOGL",2016-07-07,710.11,710.17,700.67,707.26,1,707.26,NA,NA,NA,NA,NA,1.12845632229757,717.78
"NFLX",2016-07-07,94.7,95.38,93.18,95.1,14,1331.4,NA,NA,NA,NA,NA,12.4476439790576,1358.84
"SP500",2016-07-07,2100.42,2109.08,2089.39,2097.9,1,2097.9,NA,NA,NA,NA,NA,1.92450233923493,2129.9
"AAPL",2016-07-08,96.49,96.89,96.05,96.68,28,2707.04,NA,NA,NA,NA,NA,3.16228213634877,2715.44
"AMZN",2016-07-08,740.14,746.1,738,745.81,12,8949.72,NA,NA,NA,NA,NA,5.56990291262136,9045.36
"FB",2016-07-08,116.43,117.5,115.85,117.24,1,117.24,NA,NA,NA,NA,NA,3.06655715922347,117.87
"GOOGL",2016-07-08,710.56,717.9,708.11,717.78,1,717.78,NA,NA,NA,NA,NA,1.14524132429198,727.2
"NFLX",2016-07-08,96,97.41,95.3,97.06,14,1358.84,NA,NA,NA,NA,NA,12.7041884816754,1325.38
"SP500",2016-07-08,2106.97,2131.71,2106.97,2129.9,1,2129.9,NA,NA,NA,NA,NA,1.95385744427117,2137.16
"AAPL",2016-07-11,96.75,97.65,96.73,96.98,28,2715.44,NA,NA,NA,NA,NA,3.17209476192701,2727.76
"AMZN",2016-07-11,750,755.9,747,753.78,12,9045.36,NA,NA,NA,NA,NA,5.62942494398805,8978.52
"FB",2016-07-11,117.71,118.7,117.5,117.87,1,117.87,NA,NA,NA,NA,NA,3.08303558817529,117.93
"GOOGL",2016-07-11,719.42,728.9289,718.865,727.2,1,727.2,NA,NA,NA,NA,NA,1.16027124052653,732.51
"NFLX",2016-07-11,96.19,96.869,94.3,94.67,14,1325.38,NA,NA,NA,NA,NA,12.3913612565445,1343.58
"SP500",2016-07-11,2131.72,2143.16,2131.72,2137.16,1,2137.16,NA,NA,NA,NA,NA,1.96051738372626,2152.14
"AAPL",2016-07-12,97.17,97.7,97.12,97.42,28,2727.76,NA,NA,NA,NA,NA,3.1864866127751,2712.36
"AMZN",2016-07-12,756.86,757.34,740.33,748.21,12,8978.52,NA,NA,NA,NA,NA,5.58782673637043,8911.56
"FB",2016-07-12,118.63,118.72,117.57,117.93,1,117.93,NA,NA,NA,NA,NA,3.08460496236118,116.78
"GOOGL",2016-07-12,731.92,735.6,727.5,732.51,1,732.51,NA,NA,NA,NA,NA,1.16874351814918,729.48
"NFLX",2016-07-12,95.07,96.72,94.09,95.97,14,1343.58,NA,NA,NA,NA,NA,12.5615183246073,1350.02
"SP500",2016-07-12,2139.5,2155.4,2139.5,2152.14,1,2152.14,NA,NA,NA,NA,NA,1.97425924227135,2152.43
"AAPL",2016-07-13,97.41,97.67,96.84,96.87,28,2712.36,NA,NA,NA,NA,NA,3.16849679921499,2766.12
"AMZN",2016-07-13,746.76,756.87,741.25,742.63,12,8911.56,NA,NA,NA,NA,NA,5.54615384615385,8894.4
"FB",2016-07-13,118.39,118.4,116.68,116.78,1,116.78,NA,NA,NA,NA,NA,3.05452529046501,117.29
"GOOGL",2016-07-13,735.52,735.52,729.02,729.48,1,729.48,NA,NA,NA,NA,NA,1.16390905464699,735.8
"NFLX",2016-07-13,96.26,96.72,94.8,96.43,14,1350.02,NA,NA,NA,NA,NA,12.6217277486911,1372.28
"SP500",2016-07-13,2153.81,2156.45,2146.21,2152.43,1,2152.43,NA,NA,NA,NA,NA,1.97452527291074,2163.75
"AAPL",2016-07-14,97.39,98.99,97.32,98.79,28,2766.12,NA,NA,NA,NA,NA,3.23129760291575,2765.84
"AMZN",2016-07-14,748.86,749.04,739.02,741.2,12,8894.4,NA,NA,NA,NA,NA,5.53547423450336,8825.28
"FB",2016-07-14,117.5,117.64,116.7,117.29,1,117.29,NA,NA,NA,NA,NA,3.06786497104505,116.86
"GOOGL",2016-07-14,733.94,736.14,730.59,735.8,1,735.8,NA,NA,NA,NA,NA,1.17399282010371,735.63
"NFLX",2016-07-14,97,98.27,96.8,98.02,14,1372.28,NA,NA,NA,NA,NA,12.8298429319372,1377.46
"SP500",2016-07-14,2157.88,2168.99,2157.88,2163.75,1,2163.75,NA,NA,NA,NA,NA,1.98490964131731,2161.74
"AAPL",2016-07-15,98.92,99.3,98.5,98.78,28,2765.84,NA,NA,NA,NA,NA,3.23097051539648,2795.24
"AMZN",2016-07-15,746.55,746.55,734.05,735.44,12,8825.28,NA,NA,NA,NA,NA,5.4924570575056,8832.84
"FB",2016-07-15,117.74,118.28,116.58,116.86,1,116.86,NA,NA,NA,NA,NA,3.05661778937952,119.37
"GOOGL",2016-07-15,741,741,734.64,735.63,1,735.63,NA,NA,NA,NA,NA,1.17372157957718,753.2
"NFLX",2016-07-15,98.52,98.7,97.41,98.39,14,1377.46,NA,NA,NA,NA,NA,12.8782722513089,1383.34
"SP500",2016-07-15,2165.13,2169.05,2155.79,2161.74,1,2161.74,NA,NA,NA,NA,NA,1.98306577378222,2166.89
"AAPL",2016-07-18,98.7,100.13,98.6,99.83,28,2795.24,NA,NA,NA,NA,NA,3.26531470492033,2796.36
"AMZN",2016-07-18,735.49,741.5954,728.72,736.07,12,8832.84,NA,NA,NA,NA,NA,5.49716206123973,8879.4
"FB",2016-07-18,117.32,119.61,116.89,119.37,1,119.37,NA,NA,NA,NA,NA,3.12226994282247,120.61
"GOOGL",2016-07-18,737.91,755.1369,736.51,753.2,1,753.2,NA,NA,NA,NA,NA,1.20175508575987,753.41
"NFLX",2016-07-18,98.43,99.84,97.24,98.81,14,1383.34,"06/2016",0.02,0.09,"post","Beat",12.9332460732984,1201.76
"SP500",2016-07-18,2162.04,2168.35,2159.63,2166.89,1,2166.89,NA,NA,NA,NA,NA,1.98779011099899,2163.78
"AAPL",2016-07-19,99.56,100,99.34,99.87,28,2796.36,NA,NA,NA,NA,NA,3.26662305499743,2798.88
"AMZN",2016-07-19,732.5,743.33,732.31,739.95,12,8879.4,NA,NA,NA,NA,NA,5.52613890963406,8948.64
"FB",2016-07-19,118.99,120.85,118.66,120.61,1,120.61,NA,NA,NA,NA,NA,3.15470367599747,121.92
"GOOGL",2016-07-19,749.87,756.59,748.489,753.41,1,753.41,NA,NA,NA,NA,NA,1.20209014758676,757.08
"NFLX",2016-07-19,85.43,86.75,84.5,85.84,14,1201.76,NA,NA,NA,NA,NA,11.2356020942408,1230.74
"SP500",2016-07-19,2163.79,2164.63,2159.01,2163.78,1,2163.78,NA,NA,NA,NA,NA,1.98493716172828,2173.02
"AAPL",2016-07-20,100,100.46,99.735,99.96,28,2798.88,NA,NA,NA,NA,NA,3.2695668426709,2784.04
"AMZN",2016-07-20,744,746.25,740.7,745.72,12,8948.64,NA,NA,NA,NA,NA,5.56923076923077,8933.16
"FB",2016-07-20,121.25,122.2,120.56,121.92,1,121.92,NA,NA,NA,NA,NA,3.18896834572267,120.61
"GOOGL",2016-07-20,754.05,760.64,754.05,757.08,1,757.08,NA,NA,NA,NA,NA,1.20794575189469,754.41
"NFLX",2016-07-20,86.67,88.49,85.82,87.91,14,1230.74,NA,NA,NA,NA,NA,11.5065445026178,1203.86
"SP500",2016-07-20,2166.1,2175.63,2164.89,2173.02,1,2173.02,NA,NA,NA,NA,NA,1.99341344830749,2165.17
"AAPL",2016-07-21,99.83,101,99.13,99.43,28,2784.04,NA,NA,NA,NA,NA,3.25223120414934,2762.48
"AMZN",2016-07-21,747.5,749.36,742.7918,744.43,12,8933.16,NA,NA,NA,NA,NA,5.55959671396565,8938.32
"FB",2016-07-21,121.92,122.1,120.25,120.61,1,120.61,NA,NA,NA,NA,NA,3.15470367599747,121
"GOOGL",2016-07-21,757,758.15,751.52,754.41,1,754.41,NA,NA,NA,NA,NA,1.20368568009573,759.28
"NFLX",2016-07-21,88.3,88.38,85.21,85.99,14,1203.86,NA,NA,NA,NA,NA,11.2552356020942,1202.46
"SP500",2016-07-21,2172.91,2174.56,2159.75,2165.17,1,2165.17,NA,NA,NA,NA,NA,1.98621227410329,2175.03
"AAPL",2016-07-22,99.26,99.3,98.31,98.66,28,2762.48,NA,NA,NA,NA,NA,3.22704546516518,2725.52
"AMZN",2016-07-22,747.79,751.28,743.53,744.86,12,8938.32,NA,NA,NA,NA,NA,5.56280806572069,8875.32
"FB",2016-07-22,119.9,121.01,119.31,121,1,121,NA,NA,NA,NA,NA,3.16490460820573,121.63
"GOOGL",2016-07-22,757.32,759.45,752.655,759.28,1,759.28,NA,NA,NA,NA,NA,1.21145592341444,757.52
"NFLX",2016-07-22,86.48,86.5,85.11,85.89,14,1202.46,NA,NA,NA,NA,NA,11.2421465968586,1227.24
"SP500",2016-07-22,2166.47,2175.11,2163.24,2175.03,1,2175.03,NA,NA,NA,NA,NA,1.99525731584258,2168.48
"AAPL",2016-07-25,98.25,98.84,96.92,97.34,28,2725.52,NA,NA,NA,NA,NA,3.18386991262091,2706.76
"AMZN",2016-07-25,746.55,748.5,735.35,739.61,12,8875.32,NA,NA,NA,NA,NA,5.5235997012696,8827.08
"FB",2016-07-25,121.39,121.85,117.78,121.63,1,121.63,NA,NA,NA,NA,NA,3.18138303715755,121.22
"GOOGL",2016-07-25,757.68,759.8249,754.07,757.52,1,757.52,NA,NA,NA,NA,NA,1.20864778619864,757.65
"NFLX",2016-07-25,85.73,87.87,85.01,87.66,14,1227.24,NA,NA,NA,NA,NA,11.4738219895288,1279.74
