"symbol","date","open","high","low","close","split_coefficient","price","qtr","eps_est","eps","release_time","Beat_Miss"
"AMZN",2008-07-02,74.05,74.41,71.38,71.44,12,857.28,NA,NA,NA,NA,NA
"GOOGL",2008-07-02,535.77,540.38,526.06,527.04,1,527.04,NA,NA,NA,NA,NA
"NFLX",2008-07-02,27.01,27.32,26.7,27.25,2,54.5,NA,NA,NA,NA,NA
"AAPL",2008-07-03,169.59,172.17,165.75,170.12,4,680.48,NA,NA,NA,NA,NA
"AMZN",2008-07-03,72.35,73.84,70.52,72,12,864,NA,NA,NA,NA,NA
"GOOGL",2008-07-03,531,539.23,527.5,537,1,537,NA,NA,NA,NA,NA
"NFLX",2008-07-03,27,27.79,26.91,27.28,2,54.56,NA,NA,NA,NA,NA
"AAPL",2008-07-07,173,177.13,171.9,175.16,4,700.64,NA,NA,NA,NA,NA
"AMZN",2008-07-07,72.37,74.4,70.76,72.49,12,869.88,NA,NA,NA,NA,NA
"GOOGL",2008-07-07,542.33,549,535.6,543.91,1,543.91,NA,NA,NA,NA,NA
"NFLX",2008-07-07,27.5,28.39,27.35,28.25,2,56.5,NA,NA,NA,NA,NA
"AAPL",2008-07-08,175.4,179.7,172.7401,179.55,4,718.2,NA,NA,NA,NA,NA
"AMZN",2008-07-08,72.2,75.49,71.75,75.04,12,900.48,NA,NA,NA,NA,NA
"GOOGL",2008-07-08,545.34,555.19,540,554.53,1,554.53,NA,NA,NA,NA,NA
"NFLX",2008-07-08,28.34,28.63,27.66,28.41,2,56.82,NA,NA,NA,NA,NA
"AAPL",2008-07-09,180.25,180.91,174.14,174.25,4,697,NA,NA,NA,NA,NA
"AMZN",2008-07-09,74.6,74.9,70.48,70.61,12,847.32,NA,NA,NA,NA,NA
"GOOGL",2008-07-09,550.76,555.68,540.73,541.55,1,541.55,NA,NA,NA,NA,NA
"NFLX",2008-07-09,28.41,29.05,28.41,28.62,2,57.24,NA,NA,NA,NA,NA
"AAPL",2008-07-10,174.91,177.34,171.37,176.63,4,706.52,NA,NA,NA,NA,NA
"AMZN",2008-07-10,70.7,71.77,67.99,70.63,12,847.56,NA,NA,NA,NA,NA
"GOOGL",2008-07-10,545,549.5,530.721,540.57,1,540.57,NA,NA,NA,NA,NA
"NFLX",2008-07-10,28.47,28.86,27.54,27.85,2,55.7,NA,NA,NA,NA,NA
"AAPL",2008-07-11,175.37,177.11,171,172.58,4,690.32,NA,NA,NA,NA,NA
"AMZN",2008-07-11,69.75,69.99,66.74,68.54,12,822.48,NA,NA,NA,NA,NA
"GOOGL",2008-07-11,536.5,539.5,519.43,533.8,1,533.8,NA,NA,NA,NA,NA
"NFLX",2008-07-11,27.52,27.84,26.39,27.21,2,54.42,NA,NA,NA,NA,NA
"AAPL",2008-07-14,175.37,179.3,173.08,173.88,4,695.52,NA,NA,NA,NA,NA
"AMZN",2008-07-14,69.31,69.5,65.59,66.28,12,795.36,NA,NA,NA,NA,NA
"GOOGL",2008-07-14,536.5,540.0641,515.45,521.62,1,521.62,NA,NA,NA,NA,NA
"NFLX",2008-07-14,27.52,28.3199,26.9,27.81,2,55.62,NA,NA,NA,NA,NA
"AAPL",2008-07-15,172.3,173.74,166.39,169.64,4,678.56,NA,NA,NA,NA,NA
"AMZN",2008-07-15,65.7,68.62,62.99,67.03,12,804.36,NA,NA,NA,NA,NA
"GOOGL",2008-07-15,516.28,527.5,501.1,516.09,1,516.09,NA,NA,NA,NA,NA
"NFLX",2008-07-15,27.61,28.22,27.1,27.71,2,55.42,NA,NA,NA,NA,NA
"AAPL",2008-07-16,170.08,172.93,168.6,172.81,4,691.24,NA,NA,NA,NA,NA
"AMZN",2008-07-16,66.94,72.75,66.84,71.84,12,862.08,NA,NA,NA,NA,NA
"GOOGL",2008-07-16,514.04,536.5,510.6,535.6,1,535.6,NA,NA,NA,NA,NA
"NFLX",2008-07-16,27.75,28.31,27.46,28.11,2,56.22,NA,NA,NA,NA,NA
"AAPL",2008-07-17,174.09,174.98,171.39,171.81,4,687.24,NA,NA,NA,NA,NA
"AMZN",2008-07-17,71.2,72.38,67.7368,72.11,12,865.32,NA,NA,NA,NA,NA
"GOOGL",2008-07-17,535.35,537.05,524.5,533.44,1,533.44,NA,NA,NA,NA,NA
"NFLX",2008-07-17,27.97,28.21,26.9,27.78,2,55.56,NA,NA,NA,NA,NA
"AAPL",2008-07-18,168.21,169.65,165,165.15,4,660.6,NA,NA,NA,NA,NA
"AMZN",2008-07-18,69.89,70.84,68.4,69.12,12,829.44,NA,NA,NA,NA,NA
"GOOGL",2008-07-18,498.84,498.98,478.19,481.32,1,481.32,NA,NA,NA,NA,NA
"NFLX",2008-07-18,27.81,27.95,26.925,27.1,2,54.2,NA,NA,NA,NA,NA
"AAPL",2008-07-21,166.9,167.5,161.12,166.29,4,665.16,NA,NA,NA,NA,NA
"AMZN",2008-07-21,69.16,69.8,66.3,68.48,12,821.76,NA,NA,NA,NA,NA
"GOOGL",2008-07-21,480.44,484.09,465.7,468.8,1,468.8,NA,NA,NA,NA,NA
"NFLX",2008-07-21,27.03,27.45,26.82,27.35,2,54.7,NA,NA,NA,NA,NA
"AAPL",2008-07-22,148.9,162.76,146.53,162.02,4,648.08,NA,NA,NA,NA,NA
"AMZN",2008-07-22,67.21,69.14,65.88,67.97,12,815.64,NA,NA,NA,NA,NA
"GOOGL",2008-07-22,467,480.25,465.6005,477.11,1,477.11,NA,NA,NA,NA,NA
"NFLX",2008-07-22,27.36,27.69,27.02,27.22,2,54.44,NA,NA,NA,NA,NA
"AAPL",2008-07-23,165.15,168.37,161.56,166.26,4,665.04,NA,NA,NA,NA,NA
"AMZN",2008-07-23,67.78,72.07,67.4646,70.54,12,846.48,NA,NA,NA,NA,NA
"GOOGL",2008-07-23,482,497.23,478.1,489.22,1,489.22,NA,NA,NA,NA,NA
"NFLX",2008-07-23,27.19,28.2,27.19,27.98,2,55.96,NA,NA,NA,NA,NA
"AAPL",2008-07-24,164.3,165.26,158.45,159.03,4,636.12,NA,NA,NA,NA,NA
"AMZN",2008-07-24,76.33,82.38,76.29,78.72,12,944.64,NA,NA,NA,NA,NA
"GOOGL",2008-07-24,496.84,496.87,475.62,475.62,1,475.62,NA,NA,NA,NA,NA
"NFLX",2008-07-24,27.63,27.74,26.67,26.73,2,53.46,NA,NA,NA,NA,NA
"AAPL",2008-07-25,160.37,163,158.65,162.12,4,648.48,NA,NA,NA,NA,NA
"AMZN",2008-07-25,79.7,80.939,78.12,78.31,12,939.72,NA,NA,NA,NA,NA
"GOOGL",2008-07-25,486.96,493.132,481.5,491.98,1,491.98,NA,NA,NA,NA,NA
"NFLX",2008-07-25,28.39,28.81,26.83,27.85,2,55.7,NA,NA,NA,NA,NA
"AAPL",2008-07-28,162.18,162.47,154.02,154.4,4,617.6,NA,NA,NA,NA,NA
"AMZN",2008-07-28,77.09,78.31,74.86,75.98,12,911.76,NA,NA,NA,NA,NA
"GOOGL",2008-07-28,492.09,492.09,475.13,477.12,1,477.12,NA,NA,NA,NA,NA
"NFLX",2008-07-28,28,28.96,27.81,28.63,2,57.26,NA,NA,NA,NA,NA
"AAPL",2008-07-29,156.55,159.45,153.65,157.08,4,628.32,NA,NA,NA,NA,NA
"AMZN",2008-07-29,76.49,78.8,76.16,78.21,12,938.52,NA,NA,NA,NA,NA
"GOOGL",2008-07-29,479.3,487.26,478,483.11,1,483.11,NA,NA,NA,NA,NA
"NFLX",2008-07-29,28.89,31.14,28.74,31.04,2,62.08,NA,NA,NA,NA,NA
"AAPL",2008-07-30,157.71,160.49,156.08,159.88,4,639.52,NA,NA,NA,NA,NA
"AMZN",2008-07-30,78.6,79.85,76.42,78.21,12,938.52,NA,NA,NA,NA,NA
"GOOGL",2008-07-30,485.5,486.02,472.81,482.7,1,482.7,NA,NA,NA,NA,NA
"NFLX",2008-07-30,30.95,31.367,30.12,30.53,2,61.06,NA,NA,NA,NA,NA
"AAPL",2008-07-31,157.7,162.2,156.98,158.95,4,635.8,NA,NA,NA,NA,NA
"AMZN",2008-07-31,76.75,78.17,76.1,76.34,12,916.08,NA,NA,NA,NA,NA
"GOOGL",2008-07-31,475.96,480.89,471.44,473.75,1,473.75,NA,NA,NA,NA,NA
"NFLX",2008-07-31,30.38,31.32,30.28,30.89,2,61.78,NA,NA,NA,NA,NA
"AAPL",2008-08-01,159.94,159.99,155.75,156.66,4,626.64,NA,NA,NA,NA,NA
"AMZN",2008-08-01,76.36,76.49,74.05,75.75,12,909,NA,NA,NA,NA,NA
"GOOGL",2008-08-01,472.06,473.22,462.5,467.86,1,467.86,NA,NA,NA,NA,NA
"NFLX",2008-08-01,30.55,30.7,28.84,29.22,2,58.44,NA,NA,NA,NA,NA
"AAPL",2008-08-04,156.58,157.9,152.91,153.23,4,612.92,NA,NA,NA,NA,NA
"AMZN",2008-08-04,76,77.3,75.01,75.71,12,908.52,NA,NA,NA,NA,NA
"GOOGL",2008-08-04,468.8,473.01,461.9,463,1,463,NA,NA,NA,NA,NA
"NFLX",2008-08-04,29.66,30.11,29.595,29.83,2,59.66,NA,NA,NA,NA,NA
"AAPL",2008-08-05,155.5,160.8,154.82,160.64,4,642.56,NA,NA,NA,NA,NA
"AMZN",2008-08-05,77,79.52,76.52,79.11,12,949.32,NA,NA,NA,NA,NA
"GOOGL",2008-08-05,467.89,480.08,466.33,479.85,1,479.85,NA,NA,NA,NA,NA
"NFLX",2008-08-05,30.29,30.29,29.5,29.89,2,59.78,NA,NA,NA,NA,NA
"AAPL",2008-08-06,159.97,167.4,158,164.19,4,656.76,NA,NA,NA,NA,NA
"AMZN",2008-08-06,78.63,78.63,76.73,78.09,12,937.08,NA,NA,NA,NA,NA
"GOOGL",2008-08-06,478.37,489.77,472.51,486.34,1,486.34,NA,NA,NA,NA,NA
"NFLX",2008-08-06,29.78,30.26,29.68,30,2,60,NA,NA,NA,NA,NA
"AAPL",2008-08-07,162.89,166.15,161.5,163.57,4,654.28,NA,NA,NA,NA,NA
"AMZN",2008-08-07,77.01,78.05,76,76.95,12,923.4,NA,NA,NA,NA,NA
"GOOGL",2008-08-07,482,484,476.41,479.12,1,479.12,NA,NA,NA,NA,NA
"NFLX",2008-08-07,29.65,30.86,29.65,30.46,2,60.92,NA,NA,NA,NA,NA
"AAPL",2008-08-08,163.86,169.65,163.75,169.55,4,678.2,NA,NA,NA,NA,NA
"AMZN",2008-08-08,76.78,81.21,76.29,80.51,12,966.12,NA,NA,NA,NA,NA
"GOOGL",2008-08-08,480.15,495.75,475.69,495.01,1,495.01,NA,NA,NA,NA,NA
"NFLX",2008-08-08,30.5,31.62,30.5,31.05,2,62.1,NA,NA,NA,NA,NA
"AAPL",2008-08-11,170.07,176.5,169.67,173.56,4,694.24,NA,NA,NA,NA,NA
"AMZN",2008-08-11,80.18,91.75,79.78,88.09,12,1057.08,NA,NA,NA,NA,NA
"GOOGL",2008-08-11,492.47,508.88,491.78,500.84,1,500.84,NA,NA,NA,NA,NA
"NFLX",2008-08-11,30.84,32.39,30.72,32.2,2,64.4,NA,NA,NA,NA,NA
"AAPL",2008-08-12,173.52,179.29,173.51,176.73,4,706.92,NA,NA,NA,NA,NA
"AMZN",2008-08-12,87.32,88.48,86.1,87.25,12,1047,NA,NA,NA,NA,NA
"GOOGL",2008-08-12,502,506.13,498,502.61,1,502.61,NA,NA,NA,NA,NA
"NFLX",2008-08-12,32.33,32.33,30.49,30.81,2,61.62,NA,NA,NA,NA,NA
"AAPL",2008-08-13,177.98,180,175.9,179.3,4,717.2,NA,NA,NA,NA,NA
"AMZN",2008-08-13,86.28,88.25,84.54,86.69,12,1040.28,NA,NA,NA,NA,NA
"GOOGL",2008-08-13,501.6,503.54,493.88,500.03,1,500.03,NA,NA,NA,NA,NA
"NFLX",2008-08-13,30.68,31.16,30.27,31.16,2,62.32,NA,NA,NA,NA,NA
"AAPL",2008-08-14,178.33,180.45,177.84,179.32,4,717.28,NA,NA,NA,NA,NA
"AMZN",2008-08-14,85.71,88.75,85.22,88.03,12,1056.36,NA,NA,NA,NA,NA
"GOOGL",2008-08-14,497.7,507.61,496.29,505.49,1,505.49,NA,NA,NA,NA,NA
"NFLX",2008-08-14,30.9,32.16,30.6101,31.84,2,63.68,NA,NA,NA,NA,NA
"AAPL",2008-08-15,179.04,179.75,175.05,175.74,4,702.96,NA,NA,NA,NA,NA
"AMZN",2008-08-15,88.28,89.53,86.26,86.4,12,1036.8,NA,NA,NA,NA,NA
"GOOGL",2008-08-15,506.99,510.66,505.5,510.15,1,510.15,NA,NA,NA,NA,NA
"NFLX",2008-08-15,32.03,32.57,31.04,31.26,2,62.52,NA,NA,NA,NA,NA
"AAPL",2008-08-18,175.57,177.81,173.82,175.39,4,701.56,NA,NA,NA,NA,NA
"AMZN",2008-08-18,86.09,86.28,83.04,83.11,12,997.32,NA,NA,NA,NA,NA
"GOOGL",2008-08-18,509.84,510,495.5101,498.3,1,498.3,NA,NA,NA,NA,NA
"NFLX",2008-08-18,31.33,31.47,30.4,30.59,2,61.18,NA,NA,NA,NA,NA
"AAPL",2008-08-19,174.54,177.07,171.81,173.53,4,694.12,NA,NA,NA,NA,NA
"AMZN",2008-08-19,83.09,83.51,81.06,81.29,12,975.48,NA,NA,NA,NA,NA
"GOOGL",2008-08-19,490.43,498.28,486.63,490.5,1,490.5,NA,NA,NA,NA,NA
"NFLX",2008-08-19,30.43,30.64,29.91,30.11,2,60.22,NA,NA,NA,NA,NA
"AAPL",2008-08-20,174.7725,176.94,173.61,175.84,4,703.36,NA,NA,NA,NA,NA
"AMZN",2008-08-20,82,83.25,81.2,82.13,12,985.56,NA,NA,NA,NA,NA
"GOOGL",2008-08-20,494.72,496.69,482.5701,485,1,485,NA,NA,NA,NA,NA
"NFLX",2008-08-20,30.16,30.69,29.91,30.52,2,61.04,NA,NA,NA,NA,NA
"AAPL",2008-08-21,174.47,175.45,171.89,174.29,4,697.16,NA,NA,NA,NA,NA
"AMZN",2008-08-21,81.41,83.77,80.98,83.26,12,999.12,NA,NA,NA,NA,NA
"GOOGL",2008-08-21,482.92,489.8999,479.27,486.53,1,486.53,NA,NA,NA,NA,NA
"NFLX",2008-08-21,29.95,30.44,29.9,30,2,60,NA,NA,NA,NA,NA
"AAPL",2008-08-22,175.82,177.5,175.57,176.79,4,707.16,NA,NA,NA,NA,NA
"AMZN",2008-08-22,84.27,85.46,83.93,85.26,12,1023.12,NA,NA,NA,NA,NA
"GOOGL",2008-08-22,491.5,494.876,489.48,490.59,1,490.59,NA,NA,NA,NA,NA
"NFLX",2008-08-22,30.1,30.78,30.02,30.65,2,61.3,NA,NA,NA,NA,NA
"AAPL",2008-08-25,176.15,176.23,171.66,172.55,4,690.2,NA,NA,NA,NA,NA
"AMZN",2008-08-25,84.63,84.64,82.45,82.85,12,994.2,NA,NA,NA,NA,NA
"GOOGL",2008-08-25,486.11,497,481.5,483.01,1,483.01,NA,NA,NA,NA,NA
"NFLX",2008-08-25,30.44,30.63,29.87,29.94,2,59.88,NA,NA,NA,NA,NA
"AAPL",2008-08-26,172.76,174.88,172.6101,173.64,4,694.56,NA,NA,NA,NA,NA
"AMZN",2008-08-26,82.74,83.12,81.25,81.76,12,981.12,NA,NA,NA,NA,NA
"GOOGL",2008-08-26,483.46,483.46,470.59,474.16,1,474.16,NA,NA,NA,NA,NA
"NFLX",2008-08-26,29.92,30.5,29.835,30.09,2,60.18,NA,NA,NA,NA,NA
"AAPL",2008-08-27,173.31,175.76,172.1909,174.67,4,698.68,NA,NA,NA,NA,NA
"AMZN",2008-08-27,81.44,82.74,81,81.73,12,980.76,NA,NA,NA,NA,NA
"GOOGL",2008-08-27,473.73,474.83,464.84,468.58,1,468.58,NA,NA,NA,NA,NA
"NFLX",2008-08-27,29.91,31,29.88,30.64,2,61.28,NA,NA,NA,NA,NA
"AAPL",2008-08-28,175.28,176.25,172.75,173.74,4,694.96,NA,NA,NA,NA,NA
"AMZN",2008-08-28,82.21,83.65,81.8,83.42,12,1001.04,NA,NA,NA,NA,NA
"GOOGL",2008-08-28,472.49,476.45,470.33,473.78,1,473.78,NA,NA,NA,NA,NA
"NFLX",2008-08-28,30.34,31.48,30.34,31.12,2,62.24,NA,NA,NA,NA,NA
"AAPL",2008-08-29,172.96,173.5,169.0401,169.53,4,678.12,NA,NA,NA,NA,NA
"AMZN",2008-08-29,82.9,82.9,80.5,80.81,12,969.72,NA,NA,NA,NA,NA
"GOOGL",2008-08-29,469.75,471.01,462.33,463.29,1,463.29,NA,NA,NA,NA,NA
"NFLX",2008-08-29,31.14,31.44,30.55,30.84,2,61.68,NA,NA,NA,NA,NA
"AAPL",2008-09-02,172.4,173.5,165,166.19,4,664.76,NA,NA,NA,NA,NA
"AMZN",2008-09-02,83.16,84.5,81.21,81.41,12,976.92,NA,NA,NA,NA,NA
"GOOGL",2008-09-02,476.77,482.18,461.42,465.25,1,465.25,NA,NA,NA,NA,NA
"NFLX",2008-09-02,31.17,32,30.53,30.84,2,61.68,NA,NA,NA,NA,NA
"AAPL",2008-09-03,166.84,168.68,164,166.96,4,667.84,NA,NA,NA,NA,NA
"AMZN",2008-09-03,81.4,82,80.02,80.77,12,969.24,NA,NA,NA,NA,NA
"GOOGL",2008-09-03,468.195,474.2899,459.58,464.41,1,464.41,NA,NA,NA,NA,NA
"NFLX",2008-09-03,31.08,31.71,30.66,30.91,2,61.82,NA,NA,NA,NA,NA
"AAPL",2008-09-04,165.86,167.9125,160.81,161.22,4,644.88,NA,NA,NA,NA,NA
"AMZN",2008-09-04,80.6,80.81,78.02,78.03,12,936.36,NA,NA,NA,NA,NA
"GOOGL",2008-09-04,460,463.24,449.4,450.26,1,450.26,NA,NA,NA,NA,NA
"NFLX",2008-09-04,30.64,31.3,29.645,29.87,2,59.74,NA,NA,NA,NA,NA
"AAPL",2008-09-05,158.59,162.4,157.65,160.18,4,640.72,NA,NA,NA,NA,NA
"AMZN",2008-09-05,77.34,80.72,77.08,79.19,12,950.28,NA,NA,NA,NA,NA
"GOOGL",2008-09-05,445.49,452.456,440.08,444.25,1,444.25,NA,NA,NA,NA,NA
"NFLX",2008-09-05,29.44,29.83,28.53,29.66,2,59.32,NA,NA,NA,NA,NA
"AAPL",2008-09-08,164.57,164.89,151.4585,157.92,4,631.68,NA,NA,NA,NA,NA
"AMZN",2008-09-08,82.25,83.75,78.85,81.16,12,973.92,NA,NA,NA,NA,NA
"GOOGL",2008-09-08,452.02,452.94,417.5501,419.95,1,419.95,NA,NA,NA,NA,NA
"NFLX",2008-09-08,30.17,30.81,29.59,30.15,2,60.3,NA,NA,NA,NA,NA
"AAPL",2008-09-09,156.86,159.96,149.79,151.68,4,606.72,NA,NA,NA,NA,NA
"AMZN",2008-09-09,80.76,81.96,78.9879,79.04,12,948.48,NA,NA,NA,NA,NA
"GOOGL",2008-09-09,423.17,432.38,415,418.66,1,418.66,NA,NA,NA,NA,NA
"NFLX",2008-09-09,30.08,30.4,28.73,28.74,2,57.48,NA,NA,NA,NA,NA
"AAPL",2008-09-10,152.32,154.99,148.8,151.61,4,606.44,NA,NA,NA,NA,NA
"AMZN",2008-09-10,80.0125,80.22,76.15,76.74,12,920.88,NA,NA,NA,NA,NA
"GOOGL",2008-09-10,424.47,424.48,409.68,414.16,1,414.16,NA,NA,NA,NA,NA
"NFLX",2008-09-10,29.02,29.15,28.44,28.75,2,57.5,NA,NA,NA,NA,NA
"AAPL",2008-09-11,148.18,152.99,146,152.65,4,610.6,NA,NA,NA,NA,NA
"AMZN",2008-09-11,75.27,79.8,75.1,79.51,12,954.12,NA,NA,NA,NA,NA
"GOOGL",2008-09-11,408.35,435.09,406.38,433.75,1,433.75,NA,NA,NA,NA,NA
"NFLX",2008-09-11,28.18,29.01,27.58,28.83,2,57.66,NA,NA,NA,NA,NA
"AAPL",2008-09-12,150.9099,150.9099,146.5,148.94,4,595.76,NA,NA,NA,NA,NA
"AMZN",2008-09-12,78.81,79.6,76.62,78.3,12,939.6,NA,NA,NA,NA,NA
"GOOGL",2008-09-12,430.21,441.99,429,437.66,1,437.66,NA,NA,NA,NA,NA
"NFLX",2008-09-12,28.33,29.7,28.324,29.45,2,58.9,NA,NA,NA,NA,NA
"AAPL",2008-09-15,142.03,147.69,140.36,140.36,4,561.44,NA,NA,NA,NA,NA
"AMZN",2008-09-15,76.86,79.88,76.3,77.34,12,928.08,NA,NA,NA,NA,NA
"GOOGL",2008-09-15,424,441.97,423.71,433.86,1,433.86,NA,NA,NA,NA,NA
"NFLX",2008-09-15,29.18,30.18,27.98,28.11,2,56.22,NA,NA,NA,NA,NA
"AAPL",2008-09-16,133.86,142.5,132.15,139.88,4,559.52,NA,NA,NA,NA,NA
"AMZN",2008-09-16,76.8,79.63,76.67,78.73,12,944.76,NA,NA,NA,NA,NA
"GOOGL",2008-09-16,425.96,449.28,425.49,442.93,1,442.93,NA,NA,NA,NA,NA
"NFLX",2008-09-16,27.74,28.75,27.47,28.46,2,56.92,NA,NA,NA,NA,NA
"AAPL",2008-09-17,138.49,138.51,127.83,127.83,4,511.32,NA,NA,NA,NA,NA
"AMZN",2008-09-17,77.68,78.24,71.24,71.54,12,858.48,NA,NA,NA,NA,NA
"GOOGL",2008-09-17,438.48,439.14,413.44,414.49,1,414.49,NA,NA,NA,NA,NA
"NFLX",2008-09-17,28.32,29.8,28.0005,28.86,2,57.72,NA,NA,NA,NA,NA
"AAPL",2008-09-18,130.57,140,120.68,134.09,4,536.36,NA,NA,NA,NA,NA
"AMZN",2008-09-18,73.08,77.5,70.08,76.5,12,918,NA,NA,NA,NA,NA
"GOOGL",2008-09-18,422.64,439.18,410.5,439.08,1,439.08,NA,NA,NA,NA,NA
"NFLX",2008-09-18,28.56,31.18,28.56,31.04,2,62.08,NA,NA,NA,NA,NA
"AAPL",2008-09-19,142.6,144.2,136.31,140.91,4,563.64,NA,NA,NA,NA,NA
"AMZN",2008-09-19,80.12,86.77,76.5,81,12,972,NA,NA,NA,NA,NA
"GOOGL",2008-09-19,461,462.07,443.28,449.15,1,449.15,NA,NA,NA,NA,NA
"NFLX",2008-09-19,32,33.97,30.88,31.94,2,63.88,NA,NA,NA,NA,NA
"AAPL",2008-09-22,139.94,140.25,130.66,131.05,4,524.2,NA,NA,NA,NA,NA
"AMZN",2008-09-22,81.13,81.63,74.32,74.93,12,899.16,NA,NA,NA,NA,NA
"GOOGL",2008-09-22,454.13,454.13,429,430.14,1,430.14,NA,NA,NA,NA,NA
"NFLX",2008-09-22,31.4,32.2,31.08,31.71,2,63.42,NA,NA,NA,NA,NA
"AAPL",2008-09-23,131.85,135.8,126.66,126.84,4,507.36,NA,NA,NA,NA,NA
"AMZN",2008-09-23,75.79,76.29,70.77,71.76,12,861.12,NA,NA,NA,NA,NA
"GOOGL",2008-09-23,433.25,440.79,425.7201,429.27,1,429.27,NA,NA,NA,NA,NA
"NFLX",2008-09-23,31.84,32.5,31.31,31.53,2,63.06,NA,NA,NA,NA,NA
"AAPL",2008-09-24,127.27,130.95,125.15,128.71,4,514.84,NA,NA,NA,NA,NA
"AMZN",2008-09-24,72.3,73.65,68.94,69.96,12,839.52,NA,NA,NA,NA,NA
"GOOGL",2008-09-24,430.34,445,430.11,435.11,1,435.11,NA,NA,NA,NA,NA
"NFLX",2008-09-24,31.51,32.42,30.55,31.77,2,63.54,NA,NA,NA,NA,NA
"AAPL",2008-09-25,129.8,134.79,128.52,131.93,4,527.72,NA,NA,NA,NA,NA
"AMZN",2008-09-25,70.66,72.75,70.01,72.08,12,864.96,NA,NA,NA,NA,NA
"GOOGL",2008-09-25,438.84,450,435.98,439.6,1,439.6,NA,NA,NA,NA,NA
"NFLX",2008-09-25,31.89,33.1,31.31,32.97,2,65.94,NA,NA,NA,NA,NA
"AAPL",2008-09-26,124.91,129.8,123,128.24,4,512.96,NA,NA,NA,NA,NA
"AMZN",2008-09-26,69.52,71.05,68.08,70.7,12,848.4,NA,NA,NA,NA,NA
"GOOGL",2008-09-26,428,437.16,421.0301,431.04,1,431.04,NA,NA,NA,NA,NA
"NFLX",2008-09-26,32.26,32.94,31.51,32.87,2,65.74,NA,NA,NA,NA,NA
"AAPL",2008-09-29,119.62,119.68,100.59,105.26,4,421.04,NA,NA,NA,NA,NA
"AMZN",2008-09-29,68.41,69.37,61.32,63.35,12,760.2,NA,NA,NA,NA,NA
"GOOGL",2008-09-29,419.51,423.51,380.71,381,1,381,NA,NA,NA,NA,NA
"NFLX",2008-09-29,32.32,32.91,31.1,31.6,2,63.2,NA,NA,NA,NA,NA
"AAPL",2008-09-30,108.25,115,106.3,113.66,4,454.64,NA,NA,NA,NA,NA
"AMZN",2008-09-30,65.84,73.12,65.32,72.76,12,873.12,NA,NA,NA,NA,NA
"GOOGL",2008-09-30,395.98,425.08,392.32,400.52,1,400.52,NA,NA,NA,NA,NA
"NFLX",2008-09-30,32.02,32.49,29.78,30.88,2,61.76,NA,NA,NA,NA,NA
"AAPL",2008-10-01,111.92,112.36,107.39,109.12,4,436.48,NA,NA,NA,NA,NA
"AMZN",2008-10-01,71.78,71.99,68.41,69.58,12,834.96,NA,NA,NA,NA,NA
"GOOGL",2008-10-01,411.15,416.98,403.1,411.72,1,411.72,NA,NA,NA,NA,NA
"NFLX",2008-10-01,30.33,30.6699,29.5805,30.04,2,60.08,NA,NA,NA,NA,NA
"AAPL",2008-10-02,108.01,108.79,100,100.1,4,400.4,NA,NA,NA,NA,NA
"AMZN",2008-10-02,67.63,68.96,65.41,67.36,12,808.32,NA,NA,NA,NA,NA
"GOOGL",2008-10-02,409.79,409.98,386,390.49,1,390.49,NA,NA,NA,NA,NA
"NFLX",2008-10-02,29.8,30,28.31,29.3,2,58.6,NA,NA,NA,NA,NA
"AAPL",2008-10-03,104,106.5,94.65,97.07,4,388.28,NA,NA,NA,NA,NA
"AMZN",2008-10-03,69.42,70.95,66.59,67,12,804,NA,NA,NA,NA,NA
"GOOGL",2008-10-03,399.9,412.4999,383.07,386.91,1,386.91,NA,NA,NA,NA,NA
"NFLX",2008-10-03,29.21,31,28.7,28.97,2,57.94,NA,NA,NA,NA,NA
"AAPL",2008-10-06,91.96,98.78,87.54,98.14,4,392.56,NA,NA,NA,NA,NA
"AMZN",2008-10-06,64.06,65.89,60.47,65.23,12,782.76,NA,NA,NA,NA,NA
"GOOGL",2008-10-06,373.98,375.99,357.16,371.21,1,371.21,NA,NA,NA,NA,NA
"NFLX",2008-10-06,25.71,26.81,25.19,26.49,2,52.98,NA,NA,NA,NA,NA
"AAPL",2008-10-07,100.48,101.5,88.95,89.16,4,356.64,NA,NA,NA,NA,NA
"AMZN",2008-10-07,65.79,66.43,58.5,58.52,12,702.24,NA,NA,NA,NA,NA
"GOOGL",2008-10-07,373.33,374.98,345.37,346.01,1,346.01,NA,NA,NA,NA,NA
"NFLX",2008-10-07,26.82,26.87,21.85,22.31,2,44.62,NA,NA,NA,NA,NA
"AAPL",2008-10-08,85.9125,96.33,85.68,89.79,4,359.16,NA,NA,NA,NA,NA
"AMZN",2008-10-08,55.64,62.75,55.35,61.02,12,732.24,NA,NA,NA,NA,NA
"GOOGL",2008-10-08,330.16,358.99,326.11,338.11,1,338.11,NA,NA,NA,NA,NA
"NFLX",2008-10-08,21.93,23.76,21.5,22.74,2,45.48,NA,NA,NA,NA,NA
"AAPL",2008-10-09,93.35,95.8,86.6,88.74,4,354.96,NA,NA,NA,NA,NA
"AMZN",2008-10-09,61.97,63.5,56,56,12,672,NA,NA,NA,NA,NA
"GOOGL",2008-10-09,344.52,348.5661,321.67,328.98,1,328.98,NA,NA,NA,NA,NA
"NFLX",2008-10-09,22.75,24.1,22.7,22.94,2,45.88,NA,NA,NA,NA,NA
